tconst	ordering	nconst	category	job	characters
tt9247696	6	nm2035874	producer	producer	\N
tt9247696	7	nm3441004	self	\N	["Self"]
tt9247696	8	nm0898904	self	\N	["Self"]
tt9247698	10	nm1736624	self	\N	["Self"]
tt9247698	1	nm0050493	self	\N	["Self - Presenter"]
tt9247698	2	nm5920119	self	\N	["Self"]
tt9247698	3	nm4099152	self	\N	["Self"]
tt9247698	4	nm3663202	self	\N	["Self"]
tt9247698	5	nm1743377	director	series director	\N
tt9247698	6	nm4759844	producer	producer	\N
tt9247698	7	nm1176615	self	\N	["Self"]
tt9247698	8	nm5920118	self	\N	["Self"]
tt9247698	9	nm1111200	self	\N	["Self"]
tt9247700	10	nm0935903	actor	\N	["Self with Mike"]
tt9247700	1	nm0598257	self	\N	["Self - Host"]
tt9247700	2	nm0011625	self	\N	["Self"]
tt9247700	3	nm0072760	self	\N	["Self"]
tt9247700	4	nm0968957	self	\N	["Self"]
tt9247700	5	nm0402281	self	\N	["Self"]
tt9247700	6	nm0611972	self	\N	["Self"]
tt9247700	7	nm0613184	self	\N	["Self"]
tt9247700	8	nm0633226	self	\N	["Self"]
tt9247700	9	nm0750775	self	\N	["Self"]
tt9247702	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247702	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247702	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247702	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247702	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247702	5	nm0489654	director	\N	\N
tt9247702	6	nm1007597	writer	\N	\N
tt9247702	7	nm0291507	writer	\N	\N
tt9247702	8	nm1221966	writer	creator	\N
tt9247702	9	nm9129825	producer	producer	\N
tt9247704	1	nm0050493	self	\N	["Self - Presenter"]
tt9247704	2	nm7473894	self	\N	["Self"]
tt9247704	3	nm4722950	self	\N	["Self"]
tt9247704	4	nm2690701	self	\N	["Self"]
tt9247704	5	nm1743377	director	series director	\N
tt9247704	6	nm8939921	producer	producer	\N
tt9247704	7	nm0730841	self	\N	["Self"]
tt9247704	8	nm6701825	self	\N	["Self"]
tt9247704	9	nm1736624	self	\N	["Self"]
tt9247706	1	nm7098961	actor	\N	\N
tt9247706	2	nm10239235	actress	\N	\N
tt9247706	3	nm10035363	director	\N	\N
tt9247706	4	nm5853904	cinematographer	\N	\N
tt9247708	10	nm1490226	self	\N	["Self - Friday Panel"]
tt9247708	1	nm0050493	self	\N	["Self - Presenter"]
tt9247708	2	nm1568510	self	\N	["Themselves - Musical Guests"]
tt9247708	3	nm1480759	self	\N	["Self - Friday Panel"]
tt9247708	4	nm3165278	self	\N	["Self - Friday Panel"]
tt9247708	5	nm1743377	director	series director	\N
tt9247708	6	nm2035874	producer	producer	\N
tt9247708	7	nm7473894	self	\N	["Self"]
tt9247708	8	nm5920119	self	\N	["Self"]
tt9247708	9	nm0174754	self	\N	["Self - Floor Manager"]
tt9247710	10	nm2583646	producer	producer	\N
tt9247710	1	nm9857565	actress	\N	["Sana"]
tt9247710	2	nm1993113	actress	\N	["Mother"]
tt9247710	3	nm1679723	actress	\N	["Earl's wife"]
tt9247710	4	nm3698543	actor	\N	["Father"]
tt9247710	5	nm0638354	director	\N	\N
tt9247710	6	nm10243746	writer	creator	\N
tt9247710	7	nm10243745	writer	creator	\N
tt9247710	8	nm6858872	writer	screenplay by	\N
tt9247710	9	nm2913119	writer	\N	\N
tt9247712	1	nm4079699	actor	\N	\N
tt9247712	2	nm2136325	editor	\N	\N
tt9247714	1	nm0050493	self	\N	["Self - Presenter"]
tt9247714	2	nm3663202	self	\N	["Self"]
tt9247714	3	nm1176615	self	\N	["Self"]
tt9247714	4	nm5920118	self	\N	["Self"]
tt9247714	5	nm1743377	director	series director	\N
tt9247714	6	nm4759844	producer	producer	\N
tt9247714	7	nm1111200	self	\N	["Self"]
tt9247718	10	nm2512484	writer	writer	\N
tt9247718	1	nm0046983	actor	\N	["Jo Gerner"]
tt9247718	2	nm0237349	actor	\N	["Max 'Tuner' Krüger"]
tt9247718	3	nm0291109	actress	\N	["Katrin Flemming"]
tt9247718	4	nm8696509	actress	\N	["Laura Weber"]
tt9247718	5	nm0351484	director	\N	\N
tt9247718	6	nm0914844	writer	idea	\N
tt9247718	7	nm4942394	writer	head writer	\N
tt9247718	8	nm3053887	writer	writer	\N
tt9247718	9	nm7128024	writer	writer	\N
tt9247720	1	nm7243499	actress	\N	["Tina"]
tt9247720	2	nm2656641	actress	\N	["Karen"]
tt9247720	3	nm7748630	director	\N	\N
tt9247720	4	nm9833061	cinematographer	\N	\N
tt9247722	1	nm0050493	self	\N	["Self - Presenter"]
tt9247722	2	nm2690701	self	\N	["Self"]
tt9247722	3	nm7568982	self	\N	["Self"]
tt9247722	4	nm0730841	self	\N	["Self"]
tt9247722	5	nm1743377	director	series director	\N
tt9247722	6	nm8939921	producer	producer	\N
tt9247722	7	nm3441004	self	\N	["Self"]
tt9247722	8	nm4073183	self	\N	["Self - Choreography Corner"]
tt9247726	1	nm0104312	writer	\N	\N
tt9247726	2	nm1241461	producer	producer	\N
tt9247726	3	nm4221783	producer	producer	\N
tt9247726	4	nm0837449	producer	producer	\N
tt9247728	10	nm0000800	actor	\N	["Dr. Michael Powers"]
tt9247728	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247728	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247728	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247728	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247728	5	nm0489654	director	\N	\N
tt9247728	6	nm1007597	writer	\N	\N
tt9247728	7	nm1221966	writer	creator	\N
tt9247728	8	nm9129825	producer	producer	\N
tt9247728	9	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247730	1	nm0050493	self	\N	["Self - Presenter"]
tt9247730	2	nm5920119	self	\N	["Self - Strictly CV VT"]
tt9247730	3	nm7945067	self	\N	["Self - Pro Challenge Official Adjudicator"]
tt9247730	4	nm7568983	self	\N	["Self"]
tt9247730	5	nm1743377	director	series director	\N
tt9247730	6	nm2035874	producer	producer	\N
tt9247730	7	nm0870344	self	\N	["Self"]
tt9247730	8	nm1736624	self	\N	["Self"]
tt9247732	1	nm10243753	self	\N	["Self - teacher"]
tt9247732	2	nm10243754	self	\N	["Self - CEO"]
tt9247732	3	nm10243752	self	\N	["Self - teacher"]
tt9247734	1	nm0503053	self	\N	["Self"]
tt9247734	2	nm4699864	producer	producer	\N
tt9247734	3	nm4683040	editor	\N	\N
tt9247736	10	nm10276039	self	\N	["Self"]
tt9247736	1	nm0050493	self	\N	["Self - Presenter"]
tt9247736	2	nm10276040	self	\N	["Self"]
tt9247736	3	nm7473894	self	\N	["Self"]
tt9247736	4	nm7945067	self	\N	["Self - Pro Challenge Official Adjudicator"]
tt9247736	5	nm1743377	director	series director	\N
tt9247736	6	nm4759844	producer	producer	\N
tt9247736	7	nm2747872	self	\N	["Self"]
tt9247736	8	nm4722950	self	\N	["Self"]
tt9247736	9	nm5629940	self	\N	["Self - Pro Challenge"]
tt9247740	10	nm9629153	writer	head writer	\N
tt9247740	1	nm0149260	self	\N	["Self - Host"]
tt9247740	2	nm3902885	self	\N	["Self"]
tt9247740	3	nm3228320	self	\N	["Self"]
tt9247740	4	nm0954704	self	\N	["Self"]
tt9247740	5	nm1153498	director	\N	\N
tt9247740	6	nm10229708	writer	writer	\N
tt9247740	7	nm0031867	writer	creator	\N
tt9247740	8	nm1106848	writer	writer	\N
tt9247740	9	nm1108804	writer	writer	\N
tt9247744	10	nm5629940	actor	\N	["Nell De Jaunse"]
tt9247744	1	nm0050493	self	\N	["Self - Presenter"]
tt9247744	2	nm7473894	self	\N	["Self"]
tt9247744	3	nm5920119	self	\N	["Self"]
tt9247744	4	nm4099152	self	\N	["Self"]
tt9247744	5	nm1743377	director	series director	\N
tt9247744	6	nm8939921	producer	producer	\N
tt9247744	7	nm3663202	self	\N	["Self"]
tt9247744	8	nm1380337	self	\N	["Self"]
tt9247744	9	nm1693955	self	\N	["Self - Elstree Set Reporter"]
tt9247746	10	nm5679312	writer	story editor	\N
tt9247746	1	nm0498004	actor	\N	["Appa"]
tt9247746	2	nm1050153	actress	\N	["Umma"]
tt9247746	3	nm4490375	actress	\N	["Janet"]
tt9247746	4	nm4855517	actor	\N	["Jung"]
tt9247746	5	nm0920017	director	\N	\N
tt9247746	6	nm6511504	writer	play	\N
tt9247746	7	nm0925074	writer	adaptation for television	\N
tt9247746	8	nm6659918	writer	written by	\N
tt9247746	9	nm4267341	writer	story editor	\N
tt9247748	1	nm0598257	self	\N	["Self - Host"]
tt9247748	2	nm0145321	self	\N	["Self"]
tt9247748	3	nm0177711	self	\N	["Self"]
tt9247748	4	nm0002047	self	\N	["Self"]
tt9247748	5	nm0234540	self	\N	["Self"]
tt9247748	6	nm2173068	self	\N	["Self"]
tt9247748	7	nm0611972	self	\N	["Self"]
tt9247748	8	nm0614883	self	\N	["Self"]
tt9247748	9	nm0750775	self	\N	["Self"]
tt9247750	1	nm1043378	actress	\N	["Luisa"]
tt9247750	2	nm1650049	actress	\N	["Roberta"]
tt9247750	3	nm0667561	actress	\N	["Carmina"]
tt9247750	4	nm5355485	actress	\N	["Socorro"]
tt9247750	5	nm1513353	director	\N	\N
tt9247750	6	nm1581924	writer	co-adaptation	\N
tt9247750	7	nm2910269	writer	creator	\N
tt9247750	8	nm4083693	writer	co-adaptation	\N
tt9247752	10	nm10243773	actress	\N	["Dancer"]
tt9247752	1	nm4911243	actor	\N	["Principal"]
tt9247752	2	nm10243771	actor	\N	["Dancer"]
tt9247752	3	nm10243770	actress	\N	["Dancer"]
tt9247752	4	nm10243769	actress	\N	["Principal"]
tt9247752	5	nm3811868	director	\N	\N
tt9247752	6	nm10243775	cinematographer	\N	\N
tt9247752	7	nm8518034	actress	\N	["Principal"]
tt9247752	8	nm10243768	actor	\N	["Singer"]
tt9247752	9	nm10243774	actress	\N	["Dancer"]
tt9247754	1	nm7243499	actress	\N	\N
tt9247754	2	nm10033478	director	\N	\N
tt9247754	3	nm9833061	cinematographer	\N	\N
tt9247756	1	nm9990253	actor	\N	["Edward Jones"]
tt9247756	2	nm6659111	actor	\N	["The Visitor","Man in Black"]
tt9247756	3	nm4536383	director	\N	\N
tt9247756	4	nm10243776	writer	created by	\N
tt9247756	5	nm8342229	cinematographer	director of photography	\N
tt9247756	6	nm8280596	editor	\N	\N
tt9247760	10	nm0750775	self	\N	["Self"]
tt9247760	1	nm0598257	self	\N	["Self - Host"]
tt9247760	2	nm0139888	self	\N	["Self"]
tt9247760	3	nm0177711	self	\N	["Self"]
tt9247760	4	nm0323809	self	\N	["Self"]
tt9247760	5	nm0409132	self	\N	["Self"]
tt9247760	6	nm0533758	self	\N	["Self"]
tt9247760	7	nm0001545	self	\N	["Self"]
tt9247760	8	nm0611972	self	\N	["Self"]
tt9247760	9	nm0624061	self	\N	["Self"]
tt9247762	10	nm5011663	self	\N	["Self - contest judge"]
tt9247762	1	nm2820724	self	\N	["Self - Host","Self - lecturer"]
tt9247762	2	nm6646992	self	\N	["Self - Guest","Self - artist","Self - guest"]
tt9247762	3	nm2706291	self	\N	["Self - guest artist","Self - Guest","Self - artist"]
tt9247762	4	nm9239851	self	\N	["Self - Guest","Self - interviewee","Self - virtual guest"]
tt9247762	5	nm6296491	self	\N	["Self - contest judge","Self - contest judge 3"]
tt9247762	6	nm4483324	self	\N	["Self - Guest","Self - guest artist"]
tt9247762	7	nm9239852	self	\N	["Self - Guest","Self - interviewee"]
tt9247762	8	nm2584769	self	\N	["Self - guest artist","Self - interviewee"]
tt9247762	9	nm4572438	self	\N	["Self - contest judge"]
tt9247764	10	nm10385382	composer	\N	\N
tt9247764	1	nm10246161	actor	\N	["Gary"]
tt9247764	2	nm3809319	actress	\N	["Nightjar"]
tt9247764	3	nm6011584	actor	\N	["Alan"]
tt9247764	4	nm9368386	director	\N	\N
tt9247764	5	nm9375474	director	\N	\N
tt9247764	6	nm8683594	composer	\N	\N
tt9247764	7	nm6954510	composer	\N	\N
tt9247764	8	nm10246150	composer	\N	\N
tt9247764	9	nm10385383	composer	\N	\N
tt9247766	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247766	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247766	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247766	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247766	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247766	5	nm0489654	director	\N	\N
tt9247766	6	nm1007597	writer	\N	\N
tt9247766	7	nm10154956	writer	\N	\N
tt9247766	8	nm1221966	writer	creator	\N
tt9247766	9	nm9129825	producer	producer	\N
tt9247768	10	nm0891084	self	\N	["Self"]
tt9247768	1	nm0598257	self	\N	["Self - Host"]
tt9247768	2	nm0039450	self	\N	["Self"]
tt9247768	3	nm0141233	self	\N	["Self"]
tt9247768	4	nm0232574	self	\N	["Self"]
tt9247768	5	nm0409132	self	\N	["Self"]
tt9247768	6	nm0424368	self	\N	["Self"]
tt9247768	7	nm0611972	self	\N	["Self"]
tt9247768	8	nm2671181	self	\N	["Self"]
tt9247768	9	nm0750775	self	\N	["Self"]
tt9247770	1	nm7243499	actress	\N	\N
tt9247770	2	nm7625181	actor	\N	\N
tt9247770	3	nm7748630	director	\N	\N
tt9247770	4	nm9833061	cinematographer	\N	\N
tt9247774	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247774	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247774	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247774	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247774	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247774	5	nm0355961	director	\N	\N
tt9247774	6	nm1007597	writer	\N	\N
tt9247774	7	nm5599661	writer	\N	\N
tt9247774	8	nm1221966	writer	creator	\N
tt9247774	9	nm9129825	producer	producer	\N
tt9247776	10	nm1310113	editor	\N	\N
tt9247776	1	nm8286738	self	\N	["Self"]
tt9247776	2	nm7872188	self	\N	["Self"]
tt9247776	3	nm0004771	self	\N	["Self"]
tt9247776	4	nm1188819	self	\N	["Self"]
tt9247776	5	nm1484310	writer	creator	\N
tt9247776	6	nm2772651	editor	\N	\N
tt9247776	7	nm1873791	editor	\N	\N
tt9247776	8	nm1194348	editor	\N	\N
tt9247776	9	nm3922230	editor	\N	\N
tt9247778	1	nm10243788	actor	\N	["Rita de Cássia"]
tt9247778	2	nm3198259	actress	\N	["Mother"]
tt9247778	3	nm0452470	director	\N	\N
tt9247778	4	nm0989666	writer	\N	\N
tt9247778	5	nm2796054	composer	\N	\N
tt9247778	6	nm0813123	cinematographer	\N	\N
tt9247778	7	nm3628788	editor	\N	\N
tt9247778	8	nm10243792	production_designer	\N	\N
tt9247780	10	nm1310113	editor	\N	\N
tt9247780	1	nm1111610	self	\N	["Self"]
tt9247780	2	nm8286738	self	\N	["Self"]
tt9247780	3	nm7872188	self	\N	["Self"]
tt9247780	4	nm0004771	self	\N	["Self"]
tt9247780	5	nm1484310	writer	creator	\N
tt9247780	6	nm2772651	editor	\N	\N
tt9247780	7	nm1873791	editor	\N	\N
tt9247780	8	nm1194348	editor	\N	\N
tt9247780	9	nm3922230	editor	\N	\N
tt9247784	10	nm0422504	actor	\N	["Tola Dacic"]
tt9247784	1	nm0491551	actor	\N	["Acim Katic"]
tt9247784	2	nm1707874	actor	\N	["Djordje Katic"]
tt9247784	3	nm1266524	actress	\N	["Simka"]
tt9247784	4	nm1381996	actor	\N	["Vukasin Katic"]
tt9247784	5	nm0967692	director	\N	\N
tt9247784	6	nm0181856	writer	novel	\N
tt9247784	7	nm0590503	writer	\N	\N
tt9247784	8	nm0421898	production_designer	\N	\N
tt9247784	9	nm0246233	actress	\N	["Milunka"]
tt9247786	10	nm10243807	actress	\N	\N
tt9247786	1	nm10243803	actor	\N	["Antonis"]
tt9247786	2	nm0019816	actress	\N	\N
tt9247786	3	nm1163056	actor	\N	["Rikos"]
tt9247786	4	nm0037538	actress	\N	\N
tt9247786	5	nm10243799	actor	\N	["Pavlis"]
tt9247786	6	nm1068628	actress	\N	\N
tt9247786	7	nm1324783	actor	\N	["Broker"]
tt9247786	8	nm2476612	actor	\N	\N
tt9247786	9	nm1379402	actor	\N	\N
tt9247788	10	nm0750775	self	\N	["Self"]
tt9247788	1	nm0598257	self	\N	["Self - Host"]
tt9247788	2	nm0113789	self	\N	["Self"]
tt9247788	3	nm0409132	self	\N	["Self"]
tt9247788	4	nm0488116	actor	\N	["Self with Syd Little"]
tt9247788	5	nm0514670	actor	\N	["Self with Eddie Large"]
tt9247788	6	nm0001545	self	\N	["Self"]
tt9247788	7	nm0611972	self	\N	["Self"]
tt9247788	8	nm0628216	self	\N	["Self"]
tt9247788	9	nm2671181	self	\N	["Self"]
tt9247790	1	nm8813475	director	\N	\N
tt9247790	2	nm8552552	producer	producer	\N
tt9247790	3	nm9653233	cinematographer	\N	\N
tt9247790	4	nm8158211	cinematographer	director of photography	\N
tt9247790	5	nm7885237	editor	\N	\N
tt9247792	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247792	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247792	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247792	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247792	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247792	5	nm0355961	director	\N	\N
tt9247792	6	nm1007597	writer	\N	\N
tt9247792	7	nm10167074	writer	\N	\N
tt9247792	8	nm1221966	writer	creator	\N
tt9247792	9	nm9129825	producer	producer	\N
tt9247794	1	nm0923610	self	\N	["Self - Narrator"]
tt9247794	2	nm0865291	director	series director	\N
tt9247794	3	nm4595932	director	\N	\N
tt9247794	4	nm7275973	director	\N	\N
tt9247794	5	nm10255135	editor	film editor	\N
tt9247794	6	nm9503966	editor	film editor	\N
tt9247796	1	nm0923610	self	\N	["Self - Narrator"]
tt9247796	2	nm0865291	director	series director	\N
tt9247796	3	nm4595932	director	\N	\N
tt9247796	4	nm7275973	director	\N	\N
tt9247796	5	nm10255135	editor	film editor	\N
tt9247796	6	nm9503966	editor	film editor	\N
tt9247798	1	nm0923610	self	\N	["Self - Narrator"]
tt9247798	2	nm0865291	director	series director	\N
tt9247798	3	nm4595932	director	\N	\N
tt9247798	4	nm7275973	director	\N	\N
tt9247798	5	nm10255135	editor	film editor	\N
tt9247798	6	nm9503966	editor	film editor	\N
tt9247800	10	nm0937369	self	\N	["Self"]
tt9247800	1	nm0598257	self	\N	["Self - Host"]
tt9247800	2	nm0176270	self	\N	["Self"]
tt9247800	3	nm0177711	self	\N	["Self"]
tt9247800	4	nm0399647	self	\N	["Self"]
tt9247800	5	nm0409132	self	\N	["Self"]
tt9247800	6	nm0611972	self	\N	["Self"]
tt9247800	7	nm0701475	self	\N	["Self"]
tt9247800	8	nm0746772	self	\N	["Self"]
tt9247800	9	nm0750775	self	\N	["Self"]
